"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"WARN-LSMTITA-BULK/H0009","MO-WARN-LSMTITA-BULK/H0009","[WARN-LSMTITA-BULK] Monokrom LSM Titan","S","2022-10-24","2022-10-24","PTI: Jatake 1 - Antara","MO/220047414","Confirmed","A","kg"
"FW-PCSAC-KA/H0195","MO-FW-PCSAC-BULK/H0225","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2022-10-27","2022-11-03","PTI: Jatake 2 - Olah","MO/220047791","Confirmed","A","kg"
"MY-UVSAFE-W/H0013","MY-UVSAFE-W/H0013","[MY-UVSAFE-W] Malaysia Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","L","2022-11-04","2022-11-07","PTI: Jatake 2 - Kemas","MO/220047974","Confirmed","A","Pc(s)"
"FT-RPHASN2-EM/H0007","FT-RPHASN2-EM/H0007","[FT-RPHASN2-EM] Emina Ms. Pimple Acne Solution Face Toner 100 ml","L","2022-11-03","2022-11-04","PTI: Jatake 2 - Kemas","MO/220047987","Confirmed","B","Pc(s)"
"S-USSEC-W/H0086","S-USSEC-W/H0086","[S-USSEC-W] Wardah Hairfall Treatment Shampoo 170 ml","L","2022-11-01","2022-11-02","PTI: Jatake 2 - Kemas","MO/220048006","Confirmed","B","Pc(s)"
"CUS-IPF-W/H0002","CUS-IPF-W/H0002","[CUS-IPF-W] Instaperfect Skincover Air Cushion 52 Almond 11 g","L","2022-11-03","2022-11-03","PTI: Jatake 2 - Kemas","MO/220048036","Confirmed","C","Pc(s)"
"L-PVW05-MO/H0003","L-PVW05-MO/H0003","[L-PVW05-MO] MAKE OVER Powerstay Vivid Waterlite Lip Stain A05 Hot Miss 5.5 g","L","2022-11-02","2022-11-04","PTI: Jatake 2 - Kemas","MO/220048053","Confirmed","C","Pc(s)"
"L-PVW05-MO/H0003","MO-L-PVW05-BULK/H0003","[L-PVW05-BULK] Lipstick Powerstay Vivid Waterlite Hot Miss Bulk (Kg)","L","2022-10-29","2022-11-04","PTI: Jatake 2 - Olah","MO/220048278","Confirmed","C","kg"
"B-W3ELFP04-W30G/H0033","MO-B-W0T3LFP04-BULK/H0033","[B-W0T3LFP04-BULK] Luminous Face Powder 04","P","2022-10-31","2022-11-04","PTI: Jatake 1 - Olah","MO/220048480","Confirmed","A","kg"
"F-RVLPWW42-MO/H0001","F-RVLPWW42-MO/H0001","[F-RVLPWW42-MO] MAKE OVER Powerstay 24H Weightless Liquid Foundation W42 Warm Sand 40 ml","L","2022-11-07","2022-11-08","PTI: Jatake 2 - Kemas","MO/220048578","Confirmed","C","Pc(s)"
"F-RVLPWW42-MO/H0001","MO-F-RVLPWW42-BULK/H0001","[F-RVLPWW42-BULK] MAKE OVER Powerstay 24H Weightless Liquid Foundation W42 Warm Sand","L","2022-11-03","2022-11-08","PTI: Jatake 2 - Olah","MO/220048579","Confirmed","C","kg"
"TC-RR3LLF01-W/H0039","MO-TC-R3LLF01-BULK/H0092","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-11-01","2022-11-04","PTI: Jatake 1 - Olah","MO/220048591","Confirmed","A","kg"
"TC-RR3LLF04-W/H0050","MO-TC-R3LLF04-BULK/H0112","[TC-R3LLF04-BULK] Wardah Lightening Powder Foundation Light Feel 04 Natural","P","2022-11-01","2022-11-04","PTI: Jatake 1 - Olah","MO/220048590","Confirmed","A","kg"
"TC-RR3LLF01-W/H0042","MO-TC-R3LLF01-BULK/H0099","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-11-10","2022-11-11","PTI: Jatake 1 - Olah","MO/220049278","Confirmed","A","kg"
"EB-EK-W3G/H0031","MO-EB-DK-LB-BULK/H0044","[EB-DK-LB-BULK] Eyebrow Definition Kit Light Brown","P","2022-11-08","2022-11-12","PTI: Jatake 1 - Olah","MO/220049266","Confirmed","B","kg"
"MY-LCUM06-W/H0023","MY-LCUM06-W/H0023","[MY-LCUM06-W] Malaysia Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia 3.6 g","J6","2022-11-10","2022-11-10","PTI: Jatake 6 - Kemas","MO/220048806","Confirmed","SL","Pc(s)"
"FW-CD-W100ML/H0110","FW-CD-W100ML/H0110","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2022-11-08","2022-11-16","PTI: Jatake 2 - Kemas","MO/220048904","Confirmed","A","Pc(s)"
"FW-RPBCFLS100-W/H0040","FW-RPBCFLS100-W/H0040","[FW-RPBCFLS100-W] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml","L","2022-11-08","2022-11-16","PTI: Jatake 2 - Kemas","MO/220048908","Confirmed","A","Pc(s)"
"CON-RLBBL02-W/H0001","CON-RLBBL02-W/H0001","[CON-RLBBL02-W] Wardah Lightening Liquid Concealer 02 Neutral Beige (32N) 5 ml","L","2022-11-14","2022-11-21","PTI: Jatake 2 - Kemas","MO/220049200","Confirmed","C","Pc(s)"
"L-PTMC02-MO/BSH0001","L-PTMC02-MO/BSH0001","[L-PTMC02-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g","S","2022-11-21","2022-11-18","PTI: Jatake 1 - Kemas","MO/220049432","Confirmed","A","Pc(s)"
"P-SSHUE-L/H0004","P-SSHUE-L/H0004","[P-SSHUE-L] Labore Sensitive Skin Care Haji & Umroh Essential Package","L","2022-11-10","2022-11-11","PTI: Jatake 2 - Kemas","MO/220049318","Confirmed","B","Pc(s)"
"EO-OKPT01-B/H0002","EO-OKPT01-B/H0002","[EO-OKPT01-B] Beyondly Essential Oil Kit Primary Three 3 x 10 ml","L","2022-11-15","2022-11-21","PTI: Jatake 2 - Kemas","MO/220049320","Confirmed","C","Pc(s)"
"EO-NSSOPM01-B/H0002","EO-NSSOPM01-B/H0002","[EO-NSSOPM01-B] SFG Beyondly Essential Oil - Peppermint 10 ml","L","2022-11-14","2022-11-14","PTI: Jatake 2 - Kemas","MO/220049321","Confirmed","C","Pc(s)"
"EO-NSSOLD01-B/H0002","EO-NSSOLD01-B/H0002","[EO-NSSOLD01-B] SFG Beyondly Essential Oil - Lavender 10 ml","L","2022-11-14","2022-11-14","PTI: Jatake 2 - Kemas","MO/220049322","Confirmed","C","Pc(s)"
"EO-NSSOLM01-B/H0002","EO-NSSOLM01-B/H0002","[EO-NSSOLM01-B] SFG Beyondly Essential Oil - Lemon 10 ml","L","2022-11-14","2022-11-14","PTI: Jatake 2 - Kemas","MO/220049323","Confirmed","C","Pc(s)"
"L-HSLWI-MO/H0027","MO-L-HSLWI-BULK/H0027","[L-HSLWI-BULK] Make Over Hydrastay Smooth Lip Whip C09 Admire","S","2022-11-09","2022-11-09","PTI: Jatake 1 - Olah","MO/220049410","Confirmed","A","kg"
"LB-EVFSG-W4G/H0087","MO-LB-EVFSG-BULK/H0087","[LB-EVFSG-BULK] Wardah Everyday Fruity Sheer Lip Balm Grape","S","2022-11-14","2022-11-19","PTI: Jatake 1 - Olah","MO/220049753","Confirmed","B","kg"
"SRM-RLSAN2-W/H0027","MO-SRM-LSA-BULK/H0036","[SRM-LSA-BULK] Wardah Lightening Serum Ampoule Bulk (Kg)","L","2022-11-11","2022-11-16","PTI: Jatake 2 - Olah","MO/220050175","Confirmed","A","kg"
"MY-UVSESG-W/BSH0001","MY-UVSESG-W/BSH0001","[MY-UVSESG-W] Malaysia Wardah UV Shield Essential Sunscreen Gel SPF 30 40 ml","L","2022-11-18","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050055","Confirmed","A","Pc(s)"
"EO-BORF01-B/H0001","EO-BORF01-B/H0001","[EO-BORF01-B] Beyondly Roomify Blend Essential Oil 10 ml","L","2022-11-17","2022-11-24","PTI: Jatake 2 - Kemas","MO/220050129","Confirmed","C","Pc(s)"
"EO-OKDS01-B/H0001","EO-OKDS01-B/H0001","[EO-OKDS01-B] Beyondly Essential Oil Kit Daily Synergy 3 x 10 ml","L","2022-11-21","2022-11-22","PTI: Jatake 2 - Kemas","MO/220050130","Confirmed","C","Pc(s)"
"EO-NSBOSH01-B/H0001","EO-NSBOSH01-B/H0001","[EO-NSBOSH01-B] SFG Beyondly Essential Oil - Shield Up 10 ml","L","2022-11-18","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050131","Confirmed","C","Pc(s)"
"EO-NSBOSN01-B/H0001","EO-NSBOSN01-B/H0001","[EO-NSBOSN01-B] SFG Beyondly Essential Oil - Serenity 10 ml","L","2022-11-20","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050133","Confirmed","C","Pc(s)"
"L-RCLCLS8-W/H0004","L-RCLCLS8-W/H0004","[L-RCLCLS8-W] Wardah Colorfit Fresh Lip Ink Serum 08 Go Getter 4 g","L","2022-11-15","2022-11-16","PTI: Jatake 2 - Kemas","MO/220050140","Confirmed","C","Pc(s)"
"HBL-V4-WL/BSH0001","HBL-V4-WL/BSH0001","[HBL-V4-WL] Wonderly Brightening Serum Body Lotion Amore 300 ml","L","2022-11-20","2022-11-23","PTI: Jatake 2 - Kemas","MO/220050540","Confirmed","C","Pc(s)"
"L-HSLWI-MO/H0029","MO-L-HSLWI-BULK/H0029","[L-HSLWI-BULK] Make Over Hydrastay Smooth Lip Whip C09 Admire","S","2022-11-17","2022-11-23","PTI: Jatake 1 - Olah","MO/220050575","Confirmed","A","kg"
"L-RCLCLS6-W/BSH0001","L-RCLCLS6-W/BSH0001","[L-RCLCLS6-W] Wardah Colorfit Fresh Lip Ink Serum 06 Hyped Up 4 g","L","2022-11-15","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050565","Confirmed","C","Pc(s)"
"FW-3IN1PC-KA/H0128","FW-3IN1PC-KA/H0128","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2022-11-17","2022-11-23","PTI: Jatake 2 - Kemas","MO/220050571","Confirmed","A","Pc(s)"
"FA-CLFLMHCP-W/H0009","MO-FA-CLFLMHCPC-BULK/H0004","[FA-CLFLMHCPC-BULK] Wardah Colorfit Highlight Contour Palette 01 Light – Concealer","S","2022-11-22","2022-11-29","PTI: Jatake 1 - Olah","MO/220050961","Confirmed","B","kg"
"TC-PC02-MO12G/H0031","TC-PC02-MO12G/H0031","[TC-PC02-MO12G] MAKE OVER Perfect Cover TWC 02 Coral 12 g (pc(s))","P","2022-11-25","2022-11-25","PTI: Jatake 1 - Kemas","MO/220050854","Confirmed","A","Pc(s)"
"TC-R2RE01-W/H0001","MO-TC-PC02-BULK/H0127","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-11-23","2022-11-28","PTI: Jatake 1 - Olah","MO/220051898","Confirmed","A","kg"
"FW-FW01-KA/H0138","FW-FW01-KA/H0138","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2022-11-23","2022-12-07","PTI: Jatake 2 - Kemas","MO/220051096","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/H0205","FW-PCSRB-KA/H0205","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2022-11-23","2022-12-07","PTI: Jatake 2 - Kemas","MO/220051108","Confirmed","A","Pc(s)"
"MY-RFWCD-W/H0018","MY-RFWCD-W/H0018","[MY-RFWCD-W] Malaysia Wardah C-defense Energizing Creamy Wash 100 ml","L","2022-11-26","2022-11-28","PTI: Jatake 2 - Kemas","MO/220051181","Confirmed","A","Pc(s)"
"FW-RWSABHA-W/BSH0003","FW-RWSABHA-W/BSH0003","[FW-RWSABHA-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","L","2022-11-22","2022-11-23","PTI: Jatake 2 - Kemas","MO/220051202","Confirmed","A","Pc(s)"
"M-RPBNS20-W/H0013","M-RPBNS20-W/H0013","[M-RPBNS20-W] Wardah Perfect Bright Moisturizer Bright + Smooth Glow SPF 30 PA+++ 20 ml","L","2022-11-25","2022-11-26","PTI: Jatake 2 - Kemas","MO/220051204","Confirmed","A","Pc(s)"
"FT-PHASN1-EM/H0007","FT-PHASN1-EM/H0007","[FT-PHASN1-EM] Emina Ms. Pimple Acne Solution Face Toner 50 ml","L","2022-11-28","2022-11-30","PTI: Jatake 2 - Kemas","MO/220051209","Confirmed","B","Pc(s)"
"HBW-EB-KA/H0016","HBW-EB-KA/H0016","[HBW-EB-KA] Kahf Cooling and Brightening Body Wash 200 ml","L","2022-11-24","2022-11-25","PTI: Jatake 2 - Kemas","MO/220051307","Confirmed","C","Pc(s)"
"HBW-EB-KA/H0016","MO-HBW-EB-BULK/H0016","[HBW-EB-BULK] KAHF Cooling and Brightening Body Wash","L","2022-11-23","2022-11-25","PTI: Jatake 2 - Olah","MO/220051769","Confirmed","C","kg"
"CUS-CLPGCB-W/H0021","CUS-CLPGCB-W/H0021","[CUS-CLPGCB-W] Wardah Colorfit Perfect Glow Cushion 22N Light Ivory 15 g","L","2022-11-23","2022-11-24","PTI: Jatake 2 - Kemas","MO/220051319","Confirmed","C","Pc(s)"
"HWB-EBSSSP-WL/H0004","HWB-EBSSSP-WL/H0004","[HWB-EBSSSP-WL] Wonderly Brightening Exfoliating Body Wash Mode 315 ml","L","2022-11-25","2022-11-26","PTI: Jatake 2 - Kemas","MO/220051323","Confirmed","C","Pc(s)"
"EO-BOHF01-B/H0001","EO-BOHF01-B/H0001","[EO-BOHF01-B] Beyondly Hocus Focus Blend Essential Oil 10 ml","L","2022-11-23","2022-11-30","PTI: Jatake 2 - Kemas","MO/220051325","Confirmed","C","Pc(s)"
"EB-EK-W3G/BSH0008","EB-EK-W3G/BSH0008","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2022-11-28","2022-12-02","PTI: Jatake 1 - Kemas","MO/220051737","Confirmed","A","Pc(s)"
"EB-EK-W3G/BSH0009","EB-EK-W3G/BSH0009","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2022-11-28","2022-12-02","PTI: Jatake 1 - Kemas","MO/220051738","Confirmed","A","Pc(s)"
"L-IMC010-MO6,5G/H0036","MO-L-IMC010-BULK/H0036","[L-IMC010-BULK] MAKE OVER Intense Matte Lip Cream 010 Lux","S","2022-11-23","2022-11-25","PTI: Jatake 1 - Olah","MO/220051938","Confirmed","A","kg"
"CON-IP01-W/H0006","CON-IP01-W/H0006","[CON-IP01-W] Instaperfect Cover Up Concealer 11 Fair Pink 6.5 g","S","2022-12-01","2022-12-01","PTI: Jatake 1 - Kemas","MO/220051992","Confirmed","A","Pc(s)"
"L-EMCD-W/H0001","L-EMCD-W/H0001","[L-EMCD-W] Wardah Exclusive Matte Lip Cream 22 Rouge Velvet 4 g","S","2022-12-02","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052008","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/H0028","TC-PMC21-MO12G/H0028","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052170","Confirmed","A","Pc(s)"
"TC-PMW42-MO12G/H0018","TC-PMW42-MO12G/H0018","[TC-PMW42-MO12G] MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052172","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/H0033","TC-PMN30-MO12G/H0033","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2022-12-03","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052178","Confirmed","A","Pc(s)"
"B-PT01-MO35G/H0059","B-PT01-MO35G/H0059","[B-PT01-MO35G] MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","P","2022-12-02","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052183","Confirmed","A","Pc(s)"
"TC-RR3LEC01-W/H0013","TC-RR3LEC01-W/H0013","[TC-RR3LEC01-W] Wardah Refill Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","P","2022-12-05","2022-12-06","PTI: Jatake 1 - Kemas","MO/220052213","Confirmed","A","Pc(s)"
"TC-RR3LEC04-W/H0012","TC-RR3LEC04-W/H0012","[TC-RR3LEC04-W] Wardah Refill Lightening Powder Foundation Extra Cover 04 Natural 10 g","P","2022-12-05","2022-12-06","PTI: Jatake 1 - Kemas","MO/220052214","Confirmed","A","Pc(s)"
"ES-EP02-W/H0036","ES-EP02-W/H0036/03/01","[ES-EP02-W-03-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 02 Rose Glow 03","P","2022-12-05","2022-12-07","PTI: Jatake 1 - Press","MO/220052318","Confirmed","B","Pc(s)"
"BO-CLCNB-EM10ML/H0009","BO-CLCNB-EM10ML/H0009","[BO-CLCNB-EM10ML] Emina Cheek Lit Cream Blush Nudie Brown 10 ml","L","2022-12-05","2022-12-06","PTI: Jatake 2 - Kemas","MO/220052368","Confirmed","A","Pc(s)"
"FW-FW01-KA/H0147","FW-FW01-KA/H0147","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2022-11-29","2022-12-14","PTI: Jatake 2 - Kemas","MO/220052382","Confirmed","A","Pc(s)"
"FW-LMGWN2-W/H0051","FW-LMGWN2-W/H0051","[FW-LMGWN2-W] Wardah Lightening Micellar Gentle Wash 100 ml","L","2022-11-29","2022-12-14","PTI: Jatake 2 - Kemas","MO/220052390","Confirmed","A","Pc(s)"
"FW-PCSAC-KA/H0261","FW-PCSAC-KA/H0261","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2022-11-29","2022-12-14","PTI: Jatake 2 - Kemas","MO/220052425","Confirmed","A","Pc(s)"
"BP-SBSBM-W100ML/H0013","BP-SBSBM-W100ML/H0013","[BP-SBSBM-W100ML] Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","L","2022-12-03","2022-12-05","PTI: Jatake 2 - Kemas","MO/220052438","Confirmed","B","Pc(s)"
"LT-MP04-EM/H0005","MO-LT-MP04-BULK/H0005","[LT-MP04-BULK] Magic Potion 04 Sienna Bulk","L","2022-11-30","2022-12-03","PTI: Jatake 2 - Olah","MO/220052893","Confirmed","C","kg"
"F-RVLPWN40-MO/H0003","MO-F-RVLPWN40-BULK/H0003","[F-RVLPWN40-BULK] MAKE OVER Powerstay 24H Weightless Liquid Foundation N40 Sand","L","2022-11-26","2022-12-02","PTI: Jatake 2 - Olah","MO/220052563","Confirmed","C","kg"
"F-RLLF02-W/H0001","F-RLLF02-W/H0001","[F-RLLF02-W] Wardah Lightening Liquid Foundation 02 Neutral Beige (32N) 25 ml","L","2022-12-05","2022-12-06","PTI: Jatake 2 - Kemas","MO/220052520","Confirmed","C","Pc(s)"
"F-RRELF01-W/H0001","F-RRELF01-W/H0001","[F-RRELF01-W] Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml","L","2022-12-06","2022-12-13","PTI: Jatake 2 - Kemas","MO/220052682","Confirmed","C","Pc(s)"
"TC-PMN30-MO12G/H0034","TC-PMN30-MO12G/H0034","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052833","Confirmed","A","Pc(s)"
"TC-PC05-MO12G/H0026","TC-PC05-MO12G/H0026","[TC-PC05-MO12G] MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (pc(s))","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052834","Confirmed","A","Pc(s)"
"TC-RPC02-MO12G/H0024","TC-RPC02-MO12G/H0024","[TC-RPC02-MO12G] MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052835","Confirmed","A","Pc(s)"
"TC-PMN40-MO/H0010","TC-PMN40-MO/H0010","[TC-PMN40-MO] MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052837","Confirmed","A","Pc(s)"
"HBL-AVG-EM/H0016","HBL-AVG-EM/H0016","[HBL-AVG-EM] Emina Aloe Vera Gel 60 ml","L","2022-11-15","2022-11-23","PTI: Jatake 2 - Kemas","MO/220052852","Confirmed","A","Pc(s)"
"HBL-AVG-EM/H0016","MO-HBL-AVG-BULK/H0016","[HBL-AVG-BULK] Emina Aloe Vera Gel Bulk","L","2022-11-14","2022-11-23","PTI: Jatake 2 - Olah","MO/220052879","Confirmed","A","kg"
"FW-RPBCFLO100-W/H0080","FW-RPBCFLO100-W/H0080","[FW-RPBCFLO100-W] Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml","L","2022-12-01","2022-12-14","PTI: Jatake 2 - Kemas","MO/220052986","Confirmed","A","Pc(s)"
"FW-3IN1PC-KA/H0144","FW-3IN1PC-KA/H0144","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2022-12-05","2022-12-06","PTI: Jatake 2 - Kemas","MO/220052996","Confirmed","A","Pc(s)"
"FW-3IN1PC-KA/H0144","MO-FW-3IN1PC-BULK/H0144","[FW-3IN1PC-BULK] Kahf Triple Action Oil and Comedo Defense Face Wash","L","2022-12-02","2022-12-06","PTI: Jatake 2 - Olah","MO/220052998","Confirmed","A","kg"
"KB-FMIBR-L/H0001","KB-FMIBR-L/H0001","[KB-FMIBR-L] <Kode Beli> LABORÉ Sensitive Skin Care Thermal Soothing Mist, Jasa Filling Packing","L","2000-01-01","2022-11-30","PTI: Jatake 2 - Kemas","MO/220052997","Confirmed","B","Pc(s)"
"FW-RPBCFLS50-W/H0026","FW-RPBCFLS50-W/H0026","[FW-RPBCFLS50-W] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 50 ml","L","2022-11-29","2022-12-14","PTI: Jatake 2 - Kemas","MO/220053158","Confirmed","A","Pc(s)"
"TC-RR3LLF02-W/H0082","TC-RR3LLF02-W/H0082","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2022-12-09","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053172","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0037","B-PT07-MO35G/H0037","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053178","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/H0029","TC-PMC21-MO12G/H0029","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053184","Confirmed","A","Pc(s)"
"TC-PMW42-MO12G/H0019","TC-PMW42-MO12G/H0019","[TC-PMW42-MO12G] MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053191","Confirmed","A","Pc(s)"
"TC-PMC62-MO12G/H0004","TC-PMC62-MO12G/H0004","[TC-PMC62-MO12G] MAKE OVER Powerstay Matte Powder Foundation C62 Rich Cocoa 12 g","P","2022-12-11","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053194","Confirmed","A","Pc(s)"
"TC-RPC03-MO12G/H0019","TC-RPC03-MO12G/H0019","[TC-RPC03-MO12G] MAKE OVER Perfect Cover Refill TWC 03 Maple 12 g (pc(s))","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053210","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/H0030","TC-PMC21-MO12G/H0030","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-12-09","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053249","Confirmed","A","Pc(s)"
"TC-PMN10-MO12G/H0027","TC-PMN10-MO12G/H0027","[TC-PMN10-MO12G] MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","P","2022-12-09","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053254","Confirmed","A","Pc(s)"
"TC-PMN50-MO/H0004","TC-PMN50-MO/H0004","[TC-PMN50-MO] MAKE OVER Powerstay Matte Powder Foundation N50 Tan 12 g","P","2022-12-09","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053268","Confirmed","A","Pc(s)"
"TC-PMN50-MO/H0005","TC-PMN50-MO/H0005","[TC-PMN50-MO] MAKE OVER Powerstay Matte Powder Foundation N50 Tan 12 g","P","2022-12-10","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053270","Confirmed","A","Pc(s)"
"TC-PMN50-MO/H0006","TC-PMN50-MO/H0006","[TC-PMN50-MO] MAKE OVER Powerstay Matte Powder Foundation N50 Tan 12 g","P","2022-12-10","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053272","Confirmed","A","Pc(s)"
"TC-PMW21-MO/H0011","TC-PMW21-MO/H0011","[TC-PMW21-MO] MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053274","Confirmed","A","Pc(s)"
"TC-PMW32-MO/H0017","TC-PMW32-MO/H0017","[TC-PMW32-MO] MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","P","2022-12-09","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053282","Confirmed","A","Pc(s)"
"TC-PC01-MO12G/H0024","TC-PC01-MO12G/H0024","[TC-PC01-MO12G] MAKE OVER Perfect Cover TWC 01 Lace 12 g (pc(s))","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053286","Confirmed","A","Pc(s)"
"TC-PC07-MO12G/H0011","TC-PC07-MO12G/H0011","[TC-PC07-MO12G] MAKE OVER Perfect Cover TWC 07 Espresso 12 g (pc(s))","P","2022-12-11","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053294","Confirmed","A","Pc(s)"
"TC-RPC05-MO12G/H0012","TC-RPC05-MO12G/H0012","[TC-RPC05-MO12G] MAKE OVER Perfect Cover Refill TWC 05 Cinnamon 12 g (pc(s))","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053300","Confirmed","A","Pc(s)"
"B-CLCLPB-W/H0033","B-CLCLPB-W/H0033","[B-CLCLPB-W] Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","P","2022-12-09","2022-12-10","PTI: Jatake 1 - Kemas","MO/220053328","Confirmed","A","Pc(s)"
"TC-R2RE03-W/H0001","TC-R2RE03-W/H0001","[TC-R2RE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2022-12-06","2022-12-08","PTI: Jatake 1 - Kemas","MO/220053339","Confirmed","A","Pc(s)"
"TC-R2RE04-W/H0001","TC-R2RE04-W/H0001","[TC-R2RE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2022-12-08","2022-12-09","PTI: Jatake 1 - Kemas","MO/220053340","Confirmed","A","Pc(s)"
"BO-W1C-W4GR/H0049","BO-W1C-W4GR/H0049/01/01","[BO-W1C1&2RNFS4G-W] Blush on W1 C 01 & 02 Refill Not For Sale 4 gr Wardah (Pc(s))","P","2022-12-07","2022-12-12","PTI: Jatake 1 - Press","MO/220053421","Confirmed","B","Pc(s)"
