"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"EO-SOLM01-B/H0004","EO-SOLM01-B/H0004","[EO-SOLM01-B] Beyondly Lemon Single Essential Oil 10 ml","L","2022-10-24","2022-10-31","PTI: Jatake 2 - Kemas","MO/220046316","Confirmed","C","Pc(s)"
"EO-SOLM01-B/H0004","MO-EO-SOLM-BULK/H0003","[EO-SOLM-BULK] Beyondly Essential Oil - Lemon","L","2022-10-22","2022-10-31","PTI: Jatake 2 - Olah","MO/220046266","Confirmed","C","kg"
"EO-BOBR01-B/H0002","MO-EO-BOBR-BULK/H0002","[EO-BOBR-BULK] Beyondly Essential Oil - Gentle Breeze","L","2022-10-22","2022-10-25","PTI: Jatake 2 - Olah","MO/220046267","Confirmed","C","kg"
"MY-BCLCLPB-W/H0021","MY-BCLCLPB-W/H0021","[MY-BCLCLPB-W] Malaysia Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","J6","2022-10-26","2022-10-27","PTI: Jatake 6 - Kemas","MO/220046581","Confirmed","SL","Pc(s)"
"MY-CUSCLCF-W/H0008","MY-CUSCLCF-W/H0008","[MY-CUSCLCF-W] Malaysia Wardah Colorfit Perfect Glow Cushion 43W Golden Sand","J6","2022-10-24","2022-10-25","PTI: Jatake 6 - Kemas","MO/220046589","Confirmed","SL","Pc(s)"
"TC-R3LLF01-W/H0051","TC-R3LLF01-W/H0051","[TC-R3LLF01-W] Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2022-10-27","2022-10-27","PTI: Jatake 1 - Kemas","MO/220046687","Confirmed","A","Pc(s)"
"TC-R3LLF01-W/H0051","MO-TC-R3LLF01-BULK/H0088","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-10-24","2022-10-27","PTI: Jatake 1 - Olah","MO/220047329","Confirmed","A","kg"
"MY-FWRPBCFLS100-W/H0001","MY-FWRPBCFLS100-W/H0001","[MY-FWRPBCFLS100-W] Malaysia Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml","L","2022-10-24","2022-10-25","PTI: Jatake 2 - Kemas","MO/220046895","Confirmed","A","Pc(s)"
"MY-FWRPBCFLS100-W/H0001","MO-FW-RPBCFLS-BULK/H0055","[FW-RPBCFLS-BULK] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow","L","2022-10-21","2022-10-25","PTI: Jatake 2 - Olah","MO/220047083","Confirmed","A","kg"
"M-RWSDCN2-W/H0017","MO-M-RWSDC-BULK/H0045","[M-RWSDC-BULK] Wardah Crystal Secret Brightening Day Cream","L","2022-10-21","2022-10-26","PTI: Jatake 2 - Olah","MO/220047227","Confirmed","C","kg"
"MY-FWPBNW100-W/H0002","MO-FW-PBNW-BULK/H0026","[FW-PBNW-BULK] Wardah Perfect Bright Cooling Bright Jelly Facial Foam","L","2022-10-29","2022-11-01","PTI: Jatake 2 - Olah","MO/220051335","Confirmed","A","kg"
"WARN-TITOTS-MONEL/H0003","MO-WARN-TITOTS-MONEL/H0003","[WARN-TITOTS-MONEL] Monokrom Elastomer Titan OTS","S","2022-10-24","2022-10-24","PTI: Jatake 1 - Antara","MO/220047415","Confirmed","A","kg"
"WARN-LSMTITA-BULK/H0009","MO-WARN-LSMTITA-BULK/H0009","[WARN-LSMTITA-BULK] Monokrom LSM Titan","S","2022-10-24","2022-10-24","PTI: Jatake 1 - Antara","MO/220047414","Confirmed","A","kg"
"FW-PCSAC-KA/H0195","MO-FW-PCSAC-BULK/H0225","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2022-10-27","2022-11-03","PTI: Jatake 2 - Olah","MO/220047791","Confirmed","A","kg"
"TC-R3LLF05-W/H0022","TC-R3LLF05-W/H0022","[TC-R3LLF05-W] Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g","P","2022-11-03","2022-11-03","PTI: Jatake 1 - Kemas","MO/220047663","Confirmed","A","Pc(s)"
"MY-UVSAFE-W/H0013","MY-UVSAFE-W/H0013","[MY-UVSAFE-W] Malaysia Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","L","2022-11-04","2022-11-07","PTI: Jatake 2 - Kemas","MO/220047974","Confirmed","A","Pc(s)"
"REM-RBSMWN1-EM/H0047","REM-RBSMWN1-EM/H0047","[REM-RBSMWN1-EM] Emina Bright Stuff Micellar Water 100 ml","L","2022-11-04","2022-11-05","PTI: Jatake 2 - Kemas","MO/220047980","Confirmed","B","Pc(s)"
"FT-RPHASN2-EM/H0007","FT-RPHASN2-EM/H0007","[FT-RPHASN2-EM] Emina Ms. Pimple Acne Solution Face Toner 100 ml","L","2022-11-03","2022-11-04","PTI: Jatake 2 - Kemas","MO/220047987","Confirmed","B","Pc(s)"
"S-USSEC-W/H0086","S-USSEC-W/H0086","[S-USSEC-W] Wardah Hairfall Treatment Shampoo 170 ml","L","2022-11-01","2022-11-02","PTI: Jatake 2 - Kemas","MO/220048006","Confirmed","B","Pc(s)"
"S-USSEC-W/H0086","MO-S-USS-BULK/H0103","[S-USS-BULK] Wardah Hair Fall Treatment Shampoo Bulk","L","2022-10-29","2022-11-02","PTI: Jatake 2 - Olah","MO/220048116","Confirmed","B","kg"
"FA-PFMS-MO50ML/H0045","FA-PFMS-MO50ML/H0045","[FA-PFMS-MO50ML] MAKE OVER Powerstay Fix & Matte Makeup Setting Spray 50 ml","L","2022-11-01","2022-11-02","PTI: Jatake 2 - Kemas","MO/220048025","Confirmed","C","Pc(s)"
"CUS-IPF-W/H0002","CUS-IPF-W/H0002","[CUS-IPF-W] Instaperfect Skincover Air Cushion 52 Almond 11 g","L","2022-11-03","2022-11-03","PTI: Jatake 2 - Kemas","MO/220048036","Confirmed","C","Pc(s)"
"L-PVW05-MO/H0003","L-PVW05-MO/H0003","[L-PVW05-MO] MAKE OVER Powerstay Vivid Waterlite Lip Stain A05 Hot Miss 5.5 g","L","2022-11-02","2022-11-04","PTI: Jatake 2 - Kemas","MO/220048053","Confirmed","C","Pc(s)"
"L-PVW05-MO/H0003","MO-L-PVW05-BULK/H0003","[L-PVW05-BULK] Lipstick Powerstay Vivid Waterlite Hot Miss Bulk (Kg)","L","2022-10-29","2022-11-04","PTI: Jatake 2 - Olah","MO/220048278","Confirmed","C","kg"
"M-CSGD01-B/H0005","M-CSGD01-B/H0005","[M-CSGD01-B] Beyondly Glowlasting Collagen UV Care Moisturizer 30 g","L","2022-10-28","2022-10-28","PTI: Jatake 2 - Kemas","MO/220048352","Confirmed","C","Pc(s)"
"B-W3ELFP04-W30G/H0033","MO-B-W0T3LFP04-BULK/H0033","[B-W0T3LFP04-BULK] Luminous Face Powder 04","P","2022-10-31","2022-11-04","PTI: Jatake 1 - Olah","MO/220048480","Confirmed","A","kg"
"F-RVLPWW42-MO/H0001","F-RVLPWW42-MO/H0001","[F-RVLPWW42-MO] MAKE OVER Powerstay 24H Weightless Liquid Foundation W42 Warm Sand 40 ml","L","2022-11-07","2022-11-08","PTI: Jatake 2 - Kemas","MO/220048578","Confirmed","C","Pc(s)"
"F-RVLPWW42-MO/H0001","MO-F-RVLPWW42-BULK/H0001","[F-RVLPWW42-BULK] MAKE OVER Powerstay 24H Weightless Liquid Foundation W42 Warm Sand","L","2022-11-03","2022-11-08","PTI: Jatake 2 - Olah","MO/220048579","Confirmed","C","kg"
"TC-RR3LLF01-W/H0039","MO-TC-R3LLF01-BULK/H0092","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-11-01","2022-11-04","PTI: Jatake 1 - Olah","MO/220048591","Confirmed","A","kg"
"TC-RR3LLF04-W/H0050","MO-TC-R3LLF04-BULK/H0112","[TC-R3LLF04-BULK] Wardah Lightening Powder Foundation Light Feel 04 Natural","P","2022-11-01","2022-11-04","PTI: Jatake 1 - Olah","MO/220048590","Confirmed","A","kg"
"TC-RR3LLF01-W/H0042","MO-TC-R3LLF01-BULK/H0099","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-11-10","2022-11-11","PTI: Jatake 1 - Olah","MO/220049278","Confirmed","A","kg"
"EB-EK-W3G/H0031","MO-EB-DK-LB-BULK/H0044","[EB-DK-LB-BULK] Eyebrow Definition Kit Light Brown","P","2022-11-08","2022-11-12","PTI: Jatake 1 - Olah","MO/220049266","Confirmed","B","kg"
"MY-LCUM06-W/H0023","MY-LCUM06-W/H0023","[MY-LCUM06-W] Malaysia Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia 3.6 g","J6","2022-11-10","2022-11-10","PTI: Jatake 6 - Kemas","MO/220048806","Confirmed","SL","Pc(s)"
"FW-CD-W100ML/H0110","FW-CD-W100ML/H0110","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2022-11-08","2022-11-16","PTI: Jatake 2 - Kemas","MO/220048904","Confirmed","A","Pc(s)"
"FW-RPBCFLS100-W/H0040","FW-RPBCFLS100-W/H0040","[FW-RPBCFLS100-W] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml","L","2022-11-08","2022-11-16","PTI: Jatake 2 - Kemas","MO/220048908","Confirmed","A","Pc(s)"
"FW-RPBCFLS100-W/H0040","MO-FW-RPBCFLS-BULK/H0068","[FW-RPBCFLS-BULK] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow","L","2022-11-07","2022-11-16","PTI: Jatake 2 - Olah","MO/220049110","Confirmed","A","kg"
"FW-BS-EM50ML/H0106","FW-BS-EM50ML/H0106","[FW-BS-EM50ML] Emina Bright Stuff Face Wash 50 ml","L","2022-11-08","2022-11-16","PTI: Jatake 2 - Kemas","MO/220048960","Confirmed","A","Pc(s)"
"CON-RLBBL02-W/H0001","CON-RLBBL02-W/H0001","[CON-RLBBL02-W] Wardah Lightening Liquid Concealer 02 Neutral Beige (32N) 5 ml","L","2022-11-14","2022-11-21","PTI: Jatake 2 - Kemas","MO/220049200","Confirmed","C","Pc(s)"
"L-PTMC02-MO/BSH0001","L-PTMC02-MO/BSH0001","[L-PTMC02-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g","S","2022-11-21","2022-11-18","PTI: Jatake 1 - Kemas","MO/220049432","Confirmed","A","Pc(s)"
"P-SSHUE-L/H0004","P-SSHUE-L/H0004","[P-SSHUE-L] Labore Sensitive Skin Care Haji & Umroh Essential Package","L","2022-11-10","2022-11-11","PTI: Jatake 2 - Kemas","MO/220049318","Confirmed","B","Pc(s)"
"EO-OKPT01-B/H0002","EO-OKPT01-B/H0002","[EO-OKPT01-B] Beyondly Essential Oil Kit Primary Three 3 x 10 ml","L","2022-11-15","2022-11-21","PTI: Jatake 2 - Kemas","MO/220049320","Confirmed","C","Pc(s)"
"EO-NSSOPM01-B/H0002","EO-NSSOPM01-B/H0002","[EO-NSSOPM01-B] SFG Beyondly Essential Oil - Peppermint 10 ml","L","2022-11-14","2022-11-14","PTI: Jatake 2 - Kemas","MO/220049321","Confirmed","C","Pc(s)"
"EO-NSSOLD01-B/H0002","EO-NSSOLD01-B/H0002","[EO-NSSOLD01-B] SFG Beyondly Essential Oil - Lavender 10 ml","L","2022-11-14","2022-11-14","PTI: Jatake 2 - Kemas","MO/220049322","Confirmed","C","Pc(s)"
"EO-NSSOLM01-B/H0002","EO-NSSOLM01-B/H0002","[EO-NSSOLM01-B] SFG Beyondly Essential Oil - Lemon 10 ml","L","2022-11-14","2022-11-14","PTI: Jatake 2 - Kemas","MO/220049323","Confirmed","C","Pc(s)"
"L-HSLWI-MO/H0027","MO-L-HSLWI-BULK/H0027","[L-HSLWI-BULK] Make Over Hydrastay Smooth Lip Whip C09 Admire","S","2022-11-09","2022-11-09","PTI: Jatake 1 - Olah","MO/220049410","Confirmed","A","kg"
"L-CVM05-W/H0024","MO-L-CVM05-BULK/H0024","[L-CVM05-BULK] Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve","S","2022-11-14","2022-11-18","PTI: Jatake 1 - Olah","MO/220050358","Confirmed","A","kg"
"LB-EVFSG-W4G/H0087","MO-LB-EVFSG-BULK/H0087","[LB-EVFSG-BULK] Wardah Everyday Fruity Sheer Lip Balm Grape","S","2022-11-14","2022-11-19","PTI: Jatake 1 - Olah","MO/220049753","Confirmed","B","kg"
"SS-UVSDSPB-W/H0191","SS-UVSDSPB-W/H0191","[SS-UVSDSPB-W] Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","L","2022-11-16","2022-11-17","PTI: Jatake 2 - Kemas","MO/220049985","Confirmed","A","Pc(s)"
"SRM-RLSAN2-W/H0027","MO-SRM-LSA-BULK/H0036","[SRM-LSA-BULK] Wardah Lightening Serum Ampoule Bulk (Kg)","L","2022-11-11","2022-11-16","PTI: Jatake 2 - Olah","MO/220050175","Confirmed","A","kg"
"FW-RWSABHA-W/H0102","FW-RWSABHA-W/H0102","[FW-RWSABHA-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","L","2022-11-15","2022-11-23","PTI: Jatake 2 - Kemas","MO/220050049","Confirmed","A","Pc(s)"
"MY-UVSESG-W/BSH0001","MY-UVSESG-W/BSH0001","[MY-UVSESG-W] Malaysia Wardah UV Shield Essential Sunscreen Gel SPF 30 40 ml","L","2022-11-18","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050055","Confirmed","A","Pc(s)"
"FA-PFMS-MO50ML/H0051","FA-PFMS-MO50ML/H0051","[FA-PFMS-MO50ML] MAKE OVER Powerstay Fix & Matte Makeup Setting Spray 50 ml","L","2022-11-17","2022-11-18","PTI: Jatake 2 - Kemas","MO/220050119","Confirmed","C","Pc(s)"
"EO-BORF01-B/H0001","EO-BORF01-B/H0001","[EO-BORF01-B] Beyondly Roomify Blend Essential Oil 10 ml","L","2022-11-17","2022-11-24","PTI: Jatake 2 - Kemas","MO/220050129","Confirmed","C","Pc(s)"
"EO-OKDS01-B/H0001","EO-OKDS01-B/H0001","[EO-OKDS01-B] Beyondly Essential Oil Kit Daily Synergy 3 x 10 ml","L","2022-11-21","2022-11-22","PTI: Jatake 2 - Kemas","MO/220050130","Confirmed","C","Pc(s)"
"EO-NSBOSH01-B/H0001","EO-NSBOSH01-B/H0001","[EO-NSBOSH01-B] SFG Beyondly Essential Oil - Shield Up 10 ml","L","2022-11-18","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050131","Confirmed","C","Pc(s)"
"EO-NSBOSN01-B/H0001","EO-NSBOSN01-B/H0001","[EO-NSBOSN01-B] SFG Beyondly Essential Oil - Serenity 10 ml","L","2022-11-20","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050133","Confirmed","C","Pc(s)"
"CUS-R2EFC03-W/H0001","CUS-R2EFC03-W/H0001","[CUS-R2EFC03-W] Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","L","2022-11-16","2022-11-18","PTI: Jatake 2 - Kemas","MO/220050135","Confirmed","C","Pc(s)"
"L-RCLCLS8-W/H0004","L-RCLCLS8-W/H0004","[L-RCLCLS8-W] Wardah Colorfit Fresh Lip Ink Serum 08 Go Getter 4 g","L","2022-11-15","2022-11-16","PTI: Jatake 2 - Kemas","MO/220050140","Confirmed","C","Pc(s)"
"BP-MOEDP-KA/H0005","BP-MOEDP-KA/H0005","[BP-MOEDP-KA] Kahf Saffron Oud Eau de Parfum 100 ml","L","2022-11-18","2022-11-22","PTI: Jatake 2 - Kemas","MO/220050159","Confirmed","C","Pc(s)"
"HBL-V4-WL/BSH0001","HBL-V4-WL/BSH0001","[HBL-V4-WL] Wonderly Brightening Serum Body Lotion Amore 300 ml","L","2022-11-20","2022-11-23","PTI: Jatake 2 - Kemas","MO/220050540","Confirmed","C","Pc(s)"
"L-HSLWI-MO/H0029","MO-L-HSLWI-BULK/H0029","[L-HSLWI-BULK] Make Over Hydrastay Smooth Lip Whip C09 Admire","S","2022-11-17","2022-11-23","PTI: Jatake 1 - Olah","MO/220050575","Confirmed","A","kg"
"L-RCLCLS6-W/BSH0001","L-RCLCLS6-W/BSH0001","[L-RCLCLS6-W] Wardah Colorfit Fresh Lip Ink Serum 06 Hyped Up 4 g","L","2022-11-15","2022-11-21","PTI: Jatake 2 - Kemas","MO/220050565","Confirmed","C","Pc(s)"
"FW-3IN1PC-KA/H0128","FW-3IN1PC-KA/H0128","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2022-11-17","2022-11-23","PTI: Jatake 2 - Kemas","MO/220050571","Confirmed","A","Pc(s)"
"FW-3IN1PC-KA/H0128","MO-FW-3IN1PC-BULK/H0128","[FW-3IN1PC-BULK] Kahf Triple Action Oil and Comedo Defense Face Wash","L","2022-11-16","2022-11-23","PTI: Jatake 2 - Olah","MO/220050573","Confirmed","A","kg"
"FA-CLFLMHCP-W/H0009","MO-FA-CLFLMHCPC-BULK/H0004","[FA-CLFLMHCPC-BULK] Wardah Colorfit Highlight Contour Palette 01 Light – Concealer","S","2022-11-22","2022-11-29","PTI: Jatake 1 - Olah","MO/220050961","Confirmed","B","kg"
"TC-PC02-MO12G/H0031","TC-PC02-MO12G/H0031","[TC-PC02-MO12G] MAKE OVER Perfect Cover TWC 02 Coral 12 g (pc(s))","P","2022-11-25","2022-11-25","PTI: Jatake 1 - Kemas","MO/220050854","Confirmed","A","Pc(s)"
"TC-R2RE01-W/H0001","MO-TC-PC02-BULK/H0127","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-11-23","2022-11-28","PTI: Jatake 1 - Olah","MO/220051898","Confirmed","A","kg"
"FW-PBNW100-W/H0028","FW-PBNW100-W/H0028","[FW-PBNW100-W] Wardah Perfect Bright Cooling Bright Jelly Facial Foam 100 ml","L","2022-11-23","2022-12-07","PTI: Jatake 2 - Kemas","MO/220051068","Confirmed","A","Pc(s)"
"FW-RHMF-W/H0031","FW-RHMF-W/H0031","[FW-RHMF-W] Wardah Hydra Rose Gel to Foam cleanser 100 ml","L","2022-11-23","2022-12-07","PTI: Jatake 2 - Kemas","MO/220051075","Confirmed","A","Pc(s)"
"FW-FW01-KA/H0138","FW-FW01-KA/H0138","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2022-11-23","2022-12-07","PTI: Jatake 2 - Kemas","MO/220051096","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/H0205","FW-PCSRB-KA/H0205","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2022-11-23","2022-12-07","PTI: Jatake 2 - Kemas","MO/220051108","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/H0205","MO-FW-PCSRB-BULK/H0230","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","2022-11-21","2022-12-07","PTI: Jatake 2 - Olah","MO/220051402","Confirmed","A","kg"
"MY-RFWCD-W/H0018","MY-RFWCD-W/H0018","[MY-RFWCD-W] Malaysia Wardah C-defense Energizing Creamy Wash 100 ml","L","2022-11-26","2022-11-28","PTI: Jatake 2 - Kemas","MO/220051181","Confirmed","A","Pc(s)"
"FW-RWSABHA-W/BSH0003","FW-RWSABHA-W/BSH0003","[FW-RWSABHA-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","L","2022-11-22","2022-11-23","PTI: Jatake 2 - Kemas","MO/220051202","Confirmed","A","Pc(s)"
"M-RPBNS20-W/H0013","M-RPBNS20-W/H0013","[M-RPBNS20-W] Wardah Perfect Bright Moisturizer Bright + Smooth Glow SPF 30 PA+++ 20 ml","L","2022-11-25","2022-11-26","PTI: Jatake 2 - Kemas","MO/220051204","Confirmed","A","Pc(s)"
"FT-PHASN1-EM/H0007","FT-PHASN1-EM/H0007","[FT-PHASN1-EM] Emina Ms. Pimple Acne Solution Face Toner 50 ml","L","2022-11-28","2022-11-30","PTI: Jatake 2 - Kemas","MO/220051209","Confirmed","B","Pc(s)"
"HBW-EB-KA/H0016","HBW-EB-KA/H0016","[HBW-EB-KA] Kahf Cooling and Brightening Body Wash 200 ml","L","2022-11-24","2022-11-25","PTI: Jatake 2 - Kemas","MO/220051307","Confirmed","C","Pc(s)"
"HBW-EB-KA/H0016","MO-HBW-EB-BULK/H0016","[HBW-EB-BULK] KAHF Cooling and Brightening Body Wash","L","2022-11-23","2022-11-25","PTI: Jatake 2 - Olah","MO/220051769","Confirmed","C","kg"
"CUS-CLPGCB-W/H0021","CUS-CLPGCB-W/H0021","[CUS-CLPGCB-W] Wardah Colorfit Perfect Glow Cushion 22N Light Ivory 15 g","L","2022-11-23","2022-11-24","PTI: Jatake 2 - Kemas","MO/220051319","Confirmed","C","Pc(s)"
"HWB-EBSSSP-WL/H0004","HWB-EBSSSP-WL/H0004","[HWB-EBSSSP-WL] Wonderly Brightening Exfoliating Body Wash Mode 315 ml","L","2022-11-25","2022-11-26","PTI: Jatake 2 - Kemas","MO/220051323","Confirmed","C","Pc(s)"
"EO-BOHF01-B/H0001","EO-BOHF01-B/H0001","[EO-BOHF01-B] Beyondly Hocus Focus Blend Essential Oil 10 ml","L","2022-11-23","2022-11-30","PTI: Jatake 2 - Kemas","MO/220051325","Confirmed","C","Pc(s)"
"MY-FTBSE-EM/H0001","MY-FTBSE-EM/H0001","[MY-FTBSE-EM] Malaysia Emina Bright Stuff Exfoliating Toner 100 ml","J6","2022-11-21","2022-11-23","PTI: Jatake 6 - Kemas","MO/220051683","Confirmed","SL","Pc(s)"
"L-CUM04-W/BSH0001","L-CUM04-W/BSH0001","[L-CUM04-W] Wardah Colorfit Ultralight Matte Lipstick 04 Mocca Brown 3.6 g","S","2022-11-28","2022-12-09","PTI: Jatake 1 - Kemas","MO/220052353","Confirmed","A","Pc(s)"
"L-REMA09-W/BSH0002","L-REMA09-W/BSH0002","[L-REMA09-W] Wardah Exclusive Matte Lipstick 09 True Red 3.5 g","S","2022-11-28","2022-12-09","PTI: Jatake 1 - Kemas","MO/220052349","Confirmed","A","Pc(s)"
"EB-EK-W3G/BSH0008","EB-EK-W3G/BSH0008","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2022-11-28","2022-12-02","PTI: Jatake 1 - Kemas","MO/220051737","Confirmed","A","Pc(s)"
"EB-EK-W3G/BSH0009","EB-EK-W3G/BSH0009","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2022-11-28","2022-12-02","PTI: Jatake 1 - Kemas","MO/220051738","Confirmed","A","Pc(s)"
"L-PTMC08-MO/H0042","L-PTMC08-MO/H0042","[L-PTMC08-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g","S","2022-11-25","2022-11-25","PTI: Jatake 1 - Kemas","MO/220051820","Confirmed","A","Pc(s)"
"L-IMC010-MO6,5G/H0036","MO-L-IMC010-BULK/H0036","[L-IMC010-BULK] MAKE OVER Intense Matte Lip Cream 010 Lux","S","2022-11-23","2022-11-25","PTI: Jatake 1 - Olah","MO/220051938","Confirmed","A","kg"
"CON-IP01-W/H0006","CON-IP01-W/H0006","[CON-IP01-W] Instaperfect Cover Up Concealer 11 Fair Pink 6.5 g","S","2022-12-01","2022-12-01","PTI: Jatake 1 - Kemas","MO/220051992","Confirmed","A","Pc(s)"
"L-EMCD-W/H0001","L-EMCD-W/H0001","[L-EMCD-W] Wardah Exclusive Matte Lip Cream 22 Rouge Velvet 4 g","S","2022-12-02","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052008","Confirmed","A","Pc(s)"
"L-CVM05-W/H0026","L-CVM05-W/H0026","[L-CVM05-W] Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g","S","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052019","Confirmed","B","Pc(s)"
"MY-SSUVSLMSN-W/H0018","MY-SSUVSLMSN-W/H0018","[MY-SSUVSLMSN-W] Malaysia Wardah UV Shield Light Matte Sun Stick 22 g","S","2022-12-01","2022-12-06","PTI: Jatake 1 - Kemas","MO/220052035","Confirmed","C","Pc(s)"
"TC-PMC21-MO12G/H0028","TC-PMC21-MO12G/H0028","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052170","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/H0031","TC-PMN30-MO12G/H0031","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2022-12-03","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052171","Confirmed","A","Pc(s)"
"TC-PMW42-MO12G/H0018","TC-PMW42-MO12G/H0018","[TC-PMW42-MO12G] MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052172","Confirmed","A","Pc(s)"
"TC-PMW21-MO/H0010","TC-PMW21-MO/H0010","[TC-PMW21-MO] MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052173","Confirmed","A","Pc(s)"
"TC-RPC04-MO12G/H0028","TC-RPC04-MO12G/H0028","[TC-RPC04-MO12G] MAKE OVER Perfect Cover Refill TWC 04 Desert 12 g (pc(s))","P","2022-12-01","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052176","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/H0032","TC-PMN30-MO12G/H0032","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2022-12-03","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052177","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/H0033","TC-PMN30-MO12G/H0033","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2022-12-03","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052178","Confirmed","A","Pc(s)"
"TC-PMW33-MO12G/H0032","TC-PMW33-MO12G/H0032","[TC-PMW33-MO12G] MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","P","2022-12-03","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052179","Confirmed","A","Pc(s)"
"TC-PMW12-MO/H0011","TC-PMW12-MO/H0011","[TC-PMW12-MO] MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g","P","2022-12-02","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052181","Confirmed","A","Pc(s)"
"B-PT01-MO35G/H0059","B-PT01-MO35G/H0059","[B-PT01-MO35G] MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","P","2022-12-02","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052183","Confirmed","A","Pc(s)"
"TC-RR3LLF01-W/H0044","TC-RR3LLF01-W/H0044","[TC-RR3LLF01-W] Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2022-12-04","2022-12-02","PTI: Jatake 1 - Kemas","MO/220052185","Confirmed","A","Pc(s)"
"TC-RIPPF03-W/H0005","TC-RIPPF03-W/H0005","[TC-RIPPF03-W] Instaperfect Refill Matte Fit Powder Foundation 32 True Beige 13 g","P","2022-12-03","2022-12-05","PTI: Jatake 1 - Kemas","MO/220052196","Confirmed","A","Pc(s)"
"TC-RIPPF04-W/H0004","TC-RIPPF04-W/H0004","[TC-RIPPF04-W] Instaperfect Refill Matte Fit Powder Foundation 33 Warm Olive 13 g","P","2022-12-05","2022-12-07","PTI: Jatake 1 - Kemas","MO/220052198","Confirmed","A","Pc(s)"
